ANNÉE;EDITION RENCONTRES TRANS MUSICALES ;ARTISTES;NOM SPECTACLE OU SOIRÉE;1ER PROJET ATM;1ERE DATE;1ERE SALLE;1ERE VILLE;2EME PROJET;2EME DATE;2EME SALLE;2EME VILLE;3EME PROJET;3EME DATE;3EME SALLE;3EME VILLE;4EME PROJET;4EME DATE;4EME SALLE;4EME VILLE;5EME PROJET;5EME DATE;5EME SALLE;5EME VILLE;6EME PROJET;6EME DATE;6EME SALLE;6EME VILLE;ORIGINES PAYS 1;ORIGINES PAYS 2;ORIGINES PAYS 3;ORIGINES PAYS 4;ORIGINES VILLE 1;ORIGINES VILLE 2;ORIGINES VILLE 3;ORIGINES VILLE 4;ANNEE  DE FORMATION;1ère SORTIE DISCOGRAPHIQUE
2014;36èmes Rencontres Trans Musicales de Rennes;La Mverte;Red Bull Music Academy;;2014-12-06;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2013;2014.0
2014;36èmes Rencontres Trans Musicales de Rennes;Sax machine Feat. Racecar;;Tournée des Trans;2014-11-13;Ubu;Rennes;Tournée des Trans;2014-11-28;Le Cargö;Caen;Kaléidoscope;2014-11-22;Salle des Fêtes;La Bosse-de-Bretagne;;2014-11-06;L'Étage;Rennes;;;;;;;;;France;États-Unis;;;Rennes;;;;2009;2012.0
2014;36èmes Rencontres Trans Musicales de Rennes;Wilkimix;;;2014-12-03;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2000;2006.0
2013;35èmes Rencontres Trans Musicales de Rennes;Compagnie Figure 2 Style;Jazz on the Park;Danse Hip-Hop;2013-11-22;Espace Bel-Air;Saint-Aubin-du-Cormier;;;;;;;;;;;;;;;;;;;;;France;;;;Dijon;;;;1996;
2017;39èmes Rencontres Trans Musicales de Rennes;Gili Yalo;;;2017-12-08;Parc des Expositions - Hall 9;Bruz;Concert des Familles;2017-12-09;Ubu;Rennes;;;;;;;;;;;;;;;;;Ethiopie;Israël;;;Gondar;Tel Aviv;;;2010 dans le groupe de reggae Zvuloon Dub System / 2016 sous son nom;
2018;40èmes Rencontres Trans Musicales de Rennes;Venice Club;;;2018-12-08;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2016;
2017;39èmes Rencontres Trans Musicales de Rennes;Mister Milano;;Focus Suisse;2017-12-08;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Suisse;;;;Bienne;Zürich;;;2014;
2017;39èmes Rencontres Trans Musicales de Rennes;Josey Rebelle;;;2017-12-09;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;Fin des années 2000;
2018;40èmes Rencontres Trans Musicales de Rennes;Compagnie Zombivears;;Danse Hip-Hop;2018-12-07;Le Triangle;Rennes;Danse Hip-Hop;2018-12-08;Le Triangle;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
2018;40èmes Rencontres Trans Musicales de Rennes;Fleuves;;;2018-12-08;L'Étage;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Brest;Le Saint;;;2013;
2018;40èmes Rencontres Trans Musicales de Rennes;Elena Colombi;;;2018-12-06;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Italie;;;;Bergame;;;;2011;
2007;29èmes Rencontres Trans Musicales de Rennes;Twisted Charm;;;2007-12-06;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2004;2005.0
2005;27èmes Rencontres Trans Musicales de Rennes;Rubin Steiner & The Magical Black Shoes Orchestra;;;2005-12-10;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Tours;;;;1998;1998.0
2005;27èmes Rencontres Trans Musicales de Rennes;Shout Out Louds;;;2005-12-08;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Suède;;;;Stockholm;;;;2002;2003.0
2005;27èmes Rencontres Trans Musicales de Rennes;Flore;;;2005-12-10;Village;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Lyon;;;;1998;2003.0
2005;27èmes Rencontres Trans Musicales de Rennes;Jackson And His Computer Band;;;2005-12-10;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1998;1998.0
2002;24èmes Rencontres Trans Musicales de Rennes;Bobby Hardcore Liberace;;;2002-11-20;Batofar;Paris;;2002-12-06;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1999;2003.0
2007;29èmes Rencontres Trans Musicales de Rennes;Foreign Beggars;;;2007-12-08;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2002;2002.0
2007;29èmes Rencontres Trans Musicales de Rennes;Lilea Narrative;;Focus;2007-12-08;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2003;2006.0
2006;28èmes Rencontres Trans Musicales de Rennes;Orville Brody & Goodfellas;;Tournée des Trans;2006-11-24;Le 6 Par 4;Entrammes;Tournée des Trans;2006-11-29;Théâtre Max Jacob;Quimper;Tournée des Trans;2006-12-01;Le VIP;Saint-Nazaire;;2006-12-08;Parc des Expositions - Hall 4;Bruz;;;;;;;;;France;;;;Rennes;;;;;2005.0
2006;28èmes Rencontres Trans Musicales de Rennes;DJ Morpheus;;;2006-12-08;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Belgique;Israël;;;;;;;1981;1994.0
2005;27èmes Rencontres Trans Musicales de Rennes;El Pres!dente;;;2005-12-08;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;2005;2005.0
2007;29èmes Rencontres Trans Musicales de Rennes;Big Buddha;;;2007-12-06;La Cité;Rennes;;2007-12-07;La Cité;Rennes;;2007-12-08;La Cité;Rennes;;;;;;;;;;;;;France;;;;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Bibi Tanga & Le Professeur Inlassable;;;2007-12-06;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Republique Centrafricaine;France;;;;;;;2007;2007.0
2008;30èmes Rencontres Trans Musicales de Rennes;We Have Band;;;2008-12-04;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2006;2008.0
2003;25èmes Rencontres Trans Musicales de Rennes;Bams;;;2003-12-06;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Cameroun;France;;;;;;;1999;1999.0
2003;25èmes Rencontres Trans Musicales de Rennes;Ralph Myerz & The Jack Herren Band;;;2003-12-05;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Norvège;;;;Bergen;;;;1997;1999.0
2003;25èmes Rencontres Trans Musicales de Rennes;Gang Starr;;;2003-12-05;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Santa Ana;;;;1987;1987.0
2003;25èmes Rencontres Trans Musicales de Rennes;Fancy;;;2003-12-05;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;Fin 1990's;2006.0
2002;24èmes Rencontres Trans Musicales de Rennes;Homelife;;;2002-12-06;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;1997;1998.0
2011;33èmes Rencontres Trans Musicales de Rennes;Christine;;Tournée des Trans;2011-11-18;Le Coatélan;Morlaix;;2011-12-01;Le Liberté;Rennes;;;;;;;;;;;;;;;;;France;;;;Rouen;;;;2010;2010.0
2011;33èmes Rencontres Trans Musicales de Rennes;Baadman;;;2011-12-03;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Caen;;;;2009;2011.0
2011;33èmes Rencontres Trans Musicales de Rennes;Giana Factory;;Focus Européen;2011-12-03;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;;;;;Danemark;;;;;;;;2007;2009.0
2010;32èmes Rencontres Trans Musicales de Rennes;Connan Mockasin;;;2010-12-10;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Nouvelle-Zélande;Royaume-Uni;;;;;;;2004;2004.0
2010;32èmes Rencontres Trans Musicales de Rennes;Gonjasufi;;;2010-12-11;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;;;;;2008;2009.0
2010;32èmes Rencontres Trans Musicales de Rennes;DJ Ced;;;2010-12-11;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1994;
2010;32èmes Rencontres Trans Musicales de Rennes;Eat My Beat Mr Lenski;;;2010-12-10;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Russie;;;;;;;;2008;
2009;31èmes Rencontres Trans Musicales de Rennes;Mr Oizo;;;2009-12-05;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1997;1997.0
2009;31èmes Rencontres Trans Musicales de Rennes;DJ Kosmo Pilot;;;2009-12-04;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;The Lanskies;;Kaléidoscope;2010-11-26;L'Omnibus;Saint-Malo;Kaléidoscope;2010-12-04;Salle de l'Amicale Laïque;Janzé;Focus;2010-12-11;Le 4 Bis;Rennes;;;;;;;;;;;;;France;;;;Saint-Lô;;;;2006;2008.0
2010;Trans en Russie;Erol Alkan;;Les Trans à l'Export;2010-05-30;Arena 09;Moscou;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;
2008;30èmes Rencontres Trans Musicales de Rennes;Jay Reatard;;;2008-12-04;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Memphis;;;;2005;2006.0
2012;34èmes Rencontres Trans Musicales de Rennes;Compuphonic;;;2012-12-08;Parc des Expositions - Green Room;Bruz;;2012-12-09;Ubu;Rennes;;;;;;;;;;;;;;;;;Belgique;;;;;;;;2003;2005.0
2009;31èmes Rencontres Trans Musicales de Rennes;Peter Winslow;;;2009-12-02;Ubu;Rennes;Les Trans dans les Prisons;2009-12-04;Maison d'Arrêt des Hommes;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;
2009;31èmes Rencontres Trans Musicales de Rennes;Théo Gravil;;;2009-12-04;Parc des Expositions - Green Room;Bruz;;2009-12-05;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
2009;Trans en Russie;Dj Pirumov;;Les Trans à l'Export;2009-11-18;Arena 09;Moscou;;;;;;;;;;;;;;;;;;;;;Russie;;;;;;;;;
2012;34èmes Rencontres Trans Musicales de Rennes;Petit Fantôme;High On Democracy;;2012-12-07;L'Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2005;2010.0
2012;34èmes Rencontres Trans Musicales de Rennes;Melody's Echo Chamber;;;2012-12-08;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;France;Australie;;;;;;;2011;2012.0
2012;34èmes Rencontres Trans Musicales de Rennes;Lou Doillon;;;2012-12-07;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2011;2012.0
2008;30èmes Rencontres Trans Musicales de Rennes;Maths Class;;;2008-12-04;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Brighton;;;;2006;2007.0
2008;30èmes Rencontres Trans Musicales de Rennes;Naive New Beaters;;;2008-12-05;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2004;2004.0
2002;24èmes Rencontres Trans Musicales de Rennes;La Rumeur;;;2002-12-06;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Elancourt;;;;1996;1997.0
2002;24èmes Rencontres Trans Musicales de Rennes;Krafty Kuts & A.Skillz;;;2002-12-07;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Brighton;;;;;1995.0
2002;24èmes Rencontres Trans Musicales de Rennes;Naab;;;2002-12-05;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Brest;;;;;2002.0
1999;21èmes Rencontres Trans Musicales de Rennes;Meï Teï Sho;;;1999-12-02;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Lyon;;;;1999;2000.0
1999;21èmes Rencontres Trans Musicales de Rennes;Rizwan & Muazam Qawwali;;;1999-12-02;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Pakistan;;;;;;;;1998;
2000;22èmes Rencontres Trans Musicales de Rennes;Bobby Hardcore Liberace & Lee Hands Perrins;;;2000-12-02;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1999;2003.0
1998;20èmes Rencontres Trans Musicales de Rennes;Seven Dub;;;1998-12-04;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1998.0
2000;22èmes Rencontres Trans Musicales de Rennes;Mungal;;;2000-11-30;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Trinidad & Tobago;;;;Trinidad;;;;1997;1997.0
2000;22èmes Rencontres Trans Musicales de Rennes;Ou@rz@z@te System;;;2000-11-29;Village;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1999;2000.0
